risk_segment,MonthlyCharges,annual_at_risk
Low,69.9,23.591423933582
Medium,99.05,558.057785413133
Low,24.85,5.42177685688759
Low,18.85,4.82595257492429
Low,95.1,98.2510665678911
Low,79.15,144.40435730669
Low,84.95,27.5998174773366
Medium,88.7,663.547699109389
Low,100.65,37.704150586845
Low,19.8,4.86369822835289
High,69.2,695.494907331119
Low,51.05,201.16911804721
Low,84.3,321.05552822616
Low,77.4,40.9144086474416
Low,103.15,196.319248159407
Low,95.7,403.890359897112
Low,64.35,26.2868384027676
High,93.9,999.102562526872
High,70.3,681.231204663873
Low,94.4,220.127457267554
Low,59.9,175.46283256916
Low,20.55,28.9396966929184
Low,51.7,143.093189918904
Low,76.15,21.7765250739305
Low,20.15,4.60908329012202
Medium,70.45,363.245581431495
Low,19.8,7.60651175829976
Low,20.2,96.2484500683614
Low,20.1,7.1763301491712
Low,20.25,8.966123085478
Medium,62.05,357.151382982868
Medium,92.5,589.015924683996
Low,20.4,4.80270739703215
Medium,84.7,528.094562417035
Low,88.05,18.7853278029966
Low,87.8,364.972166062657
Medium,101.05,807.56742037603
Medium,50.95,319.642262402616
Low,79.0,250.008376954293
High,95.5,922.264855793501
Low,112.25,43.1401994734884
Low,67.85,15.9073841569523
Low,95.5,227.954505071289
Low,19.45,19.6432255354305
Low,106.1,339.44358522692
Low,20.05,36.050292286524
Low,109.1,128.033022768205
Low,20.1,10.6163779253526
Low,25.95,6.89437687128972
Low,24.55,5.35632281032556
Low,19.75,4.65403100220909
Low,19.75,4.46034495303726
High,81.7,691.173003159768
Low,58.65,17.4011206621242
Low,94.8,174.022103102783
Low,50.3,26.2532546926338
Low,51.2,145.079511718172
Low,25.7,33.9775161769695
Low,20.15,96.0102113305684
Low,19.95,3.690566607179
Low,50.85,232.042995615753
High,100.65,878.768323561933
Low,45.8,125.436042325548
Low,89.7,228.530848898579
Medium,80.0,540.758818561335
Low,95.45,309.307275541526
Low,20.75,8.60892069488023
Low,97.65,50.9750996258464
Low,109.25,106.489055826807
Low,79.9,367.840946154348
Medium,80.9,427.467423711669
Medium,94.2,562.160434062908
Low,54.1,28.3877626757959
Medium,83.05,608.268643377761
Low,64.75,11.9190225509686
Low,100.75,309.007672511251
Low,20.75,71.550201093049
Low,94.8,359.442436820023
Low,30.75,64.0102503071008
Medium,105.55,605.118712581887
Medium,97.1,637.936207335271
Low,85.15,235.48822487957
Low,20.3,7.4848899442076
Low,20.55,3.56773950419876
Low,20.15,16.3602456560832
Low,94.0,204.701868697407
Medium,50.7,266.981515078102
Low,109.05,87.075551661409
Low,19.7,10.1728466485715
Low,40.2,114.918312486388
Low,106.6,395.63737559928
Medium,96.1,684.365417744422
Low,19.5,20.1481024751383
Low,39.9,130.587154178177
Low,25.1,20.1803103536833
Low,110.45,273.568538885362
Low,76.15,45.3881706110222
Medium,100.4,671.824478295924
Medium,99.8,528.813725143672
High,45.1,406.718925521115
Medium,74.75,607.004022413328
Low,99.8,249.176059304581
Low,20.25,21.9888194881704
Low,61.05,15.2401175726127
Low,18.9,29.846122310168
Low,20.25,19.9407005466124
High,79.2,831.922702923089
Low,84.3,17.6886435695972
Low,50.35,24.2226178945483
Low,20.65,11.4178459222587
Medium,45.7,344.267923875655
Medium,83.05,464.197607127833
Low,25.2,4.29635573069234
Low,88.2,378.771115134978
Low,25.6,12.2665510971906
Low,19.35,5.22892771933606
Low,19.7,7.56809503224774
Medium,44.55,294.869580230317
Low,19.0,22.7061317158357
Low,67.45,91.2339888706554
Low,48.7,15.4992247973339
Medium,25.15,202.817268881012
Low,75.4,254.080432765595
Low,40.65,13.6112215718987
Low,92.9,95.2881223237038
Medium,76.6,561.493875065722
Low,95.2,46.0693964385372
Low,25.55,42.4365507756785
Low,55.25,94.3290076977642
Medium,90.25,535.950647110323
Low,82.5,54.1654023046131
Low,19.75,4.84121775611926
Medium,50.1,387.741169574438
Low,19.2,14.0460752687046
Low,54.75,27.9892463232754
Low,59.75,11.5480730590682
Low,43.25,185.734075082889
Medium,93.2,643.965674607274
Medium,84.9,519.624177673909
Low,25.7,11.2924835282035
Low,64.35,22.8925930793389
Low,34.3,74.8836142874548
High,74.9,644.110694683261
Low,69.0,209.798579116204
Medium,94.4,687.731333744682
Low,19.5,89.0811783781147
Low,25.0,4.11454339603017
Medium,44.0,288.750863332582
Low,70.0,235.611034325018
Medium,45.15,282.614319888757
Low,101.15,48.8816713065729
Low,100.7,466.799157049295
Low,18.8,5.6975771411501
Low,19.8,70.2903518022971
Low,24.1,3.61018562792821
Medium,85.95,608.194617703283
High,99.15,920.576606675964
High,81.05,828.984492545036
Low,112.6,29.671858838663
Low,114.3,281.670733480382
Low,86.45,25.8173291286044
Low,62.15,38.7918954697967
Low,83.0,39.8652764821506
Low,20.35,20.5521665627769
Medium,96.65,731.401900468497
Medium,96.0,495.754210001869
Low,46.2,27.6824460000145
Medium,77.4,372.305105279359
Low,54.3,161.999775496033
Low,104.85,260.369466571263
Low,25.45,5.20934796184896
Low,20.15,24.9782441664462
Low,86.45,218.283151989538
Low,19.6,5.35165453787866
Low,45.45,181.528857416135
Low,108.75,184.021651257589
Low,106.4,180.164094477958
High,45.3,413.722103002307
Low,108.4,205.637036295891
Medium,79.25,564.967125963801
Low,79.95,22.0940029766227
Medium,72.85,565.587563286208
Low,110.15,33.7671336389317
Low,94.1,404.313597765458
Medium,90.1,566.553551902278
Medium,54.4,356.295820822346
Low,19.75,7.82449416591615
High,117.8,1155.45227978587
Low,19.45,10.7543391374301
Low,67.45,43.3055974284591
Medium,24.25,185.244549086814
Low,19.1,2.70877767860827
Low,43.7,13.8403449674521
Medium,30.75,217.75225885268
Low,50.0,71.0663215708423
Low,56.1,31.5469066388289
Low,91.35,429.972893742325
High,99.5,1084.3282758962
Low,20.05,11.7531292207623
Low,85.2,146.164797585097
Low,50.0,36.1656866221389
Medium,86.05,451.156579972843
Low,116.15,85.9138903419204
Low,69.95,305.418638799837
Low,83.85,272.385075533326
Medium,55.3,335.08200062795
Low,69.15,138.090013705066
Low,80.55,31.0260962990348
Low,56.3,81.2286603557524
Low,21.1,5.39754167042779
Low,25.4,4.16122551630173
Low,48.9,11.7649283582602
Low,19.1,4.8899572509843
Low,20.3,55.6761413452542
High,24.25,243.104946241437
Low,20.25,8.23526771486892
Medium,80.55,443.77276032874
Low,19.6,7.22679029095906
Medium,74.1,490.940219338646
Low,54.25,78.1443964306052
Medium,81.9,422.611494730773
Low,68.75,16.8979549034214
High,86.6,916.588484956982
Low,108.35,354.168404257538
Medium,90.55,501.503852592282
Low,33.6,40.9081322734583
Low,115.55,50.3202235569415
Low,75.1,265.94309366561
Low,106.0,363.646266516462
Low,70.25,51.3743118387208
Low,48.7,206.295553291451
Medium,71.0,421.216258265194
Low,78.45,35.9235010851858
Low,108.85,358.447259948474
Low,24.45,7.67498492260922
Low,75.45,145.29249213089
Low,44.45,70.8915193977509
Low,88.5,317.336581993898
Medium,89.85,485.863066379986
Low,44.0,71.5214048159
Low,19.45,10.2730622212989
Low,19.4,3.85357867735835
Low,24.6,15.5234332736974
Low,23.75,9.59305938773196
Low,54.45,227.706809905471
Low,20.45,19.8353923262778
Medium,66.25,352.412653433702
Medium,44.6,327.166805659029
Low,90.15,87.6792560768615
Medium,101.3,520.397661528815
Low,84.85,24.2178858134117
Low,74.1,51.8028957878226
Low,19.4,35.5104592479618
Low,56.25,72.4840811949731
Low,44.6,32.1523050057873
Medium,74.4,387.218063729423
High,99.45,1009.76792014988
Low,85.9,350.588352456709
Low,26.3,5.50298533136155
Low,84.05,230.503860850116
Low,70.35,113.468911229854
Low,19.5,9.51434800563207
Medium,49.55,279.742398347436
Medium,98.85,667.410616073373
Low,20.85,9.44565282730026
Low,64.85,78.5649016855384
Low,62.45,69.3459927396998
Low,19.15,7.9716086447313
Low,93.4,341.46832167669
Medium,24.9,180.786043284819
Low,84.8,26.9296912507374
Low,20.1,10.5585597572476
Low,101.55,437.734439369244
Low,56.1,32.4698452763265
Medium,90.8,651.952733243306
Low,20.65,90.9056970570703
Medium,74.95,485.444422649221
Low,65.5,25.8401311143266
Low,69.05,212.165981563794
Low,104.15,93.9340467039848
High,75.5,649.270459927719
Low,19.9,4.36644420666986
Medium,49.8,292.204307003787
Low,70.05,239.294182983388
Low,19.5,35.061381525547
Low,19.45,4.26770551857933
Medium,96.1,803.904413402075
Medium,45.25,262.422717065649
Low,70.05,319.319761271258
Low,45.25,189.328778519894
Low,20.25,72.2935640577652
High,35.9,326.171649127553
Low,24.25,18.7707719097149
Medium,20.2,115.978380205446
High,79.9,806.920277282321
Low,79.4,57.2412619981528
Low,20.6,13.436778078395
Low,20.1,4.92701148850618
Low,38.5,11.3558072732936
Medium,96.55,693.227574816091
Low,108.6,304.91733121011
Medium,46.35,324.754689051584
Low,45.15,155.978545752963
Low,34.65,72.4265437701806
Medium,46.0,235.967376024152
Low,25.25,7.65429310442188
Low,19.45,6.14336435779125
Medium,45.4,322.527940845582
Low,82.15,326.646792244043
Medium,107.95,663.094503743368
Low,56.45,69.4602441879981
Low,91.15,244.322524426255
Low,86.6,22.8380841938962
Low,52.0,30.4107093167872
Low,49.6,71.3962917202595
Low,61.95,71.0826754306601
Medium,74.45,417.035955184203
Medium,49.15,316.350018356357
Low,19.8,9.10449446757039
Medium,100.85,513.256036305687
Low,50.1,177.128480299927
Low,94.15,75.8575070725066
Medium,50.95,324.533066096959
Medium,84.75,563.201767752441
Medium,73.75,506.425312586355
Low,80.55,348.89098928601
Low,70.9,62.1757586154789
Low,19.75,26.7904915562471
Low,19.75,7.58730339527375
Medium,106.6,740.510956050246
Medium,97.8,644.236021749019
Low,106.3,184.923908572739
Low,71.05,165.98787908824
Low,61.2,26.2089116680075
Low,23.3,6.15022859137184
Low,71.05,24.4834781628905
Medium,111.1,626.631655355388
Low,66.15,27.0046916268668
Low,20.5,3.19319170069575
Low,35.0,149.702906131285
Low,44.15,69.5863528280893
Medium,70.05,524.272621394902
Low,60.15,16.8451430832232
Low,101.05,104.539101108938
Low,75.2,199.72470632997
Low,109.55,39.6974209981429
Low,56.15,97.2548583379692
Low,20.0,11.1158070349443
Low,111.25,247.520336187199
Low,74.4,13.4817442598828
Low,19.85,7.31896873854782
High,91.85,798.228133695835
Low,108.2,113.721543746631
Low,92.0,17.3437093351855
Low,83.35,319.107361061062
Low,68.85,179.114318214657
Low,20.05,20.2491862203281
Low,19.55,8.34585392627664
Low,95.5,379.434817049247
Medium,103.9,860.816900736606
Low,80.35,34.2958911692812
Low,74.55,337.632334906715
Medium,100.1,589.564024390566
Low,25.7,85.0102912909169
Low,99.9,296.541850605231
Low,50.0,88.3296410443061
Low,79.85,366.813547730896
Low,20.85,4.70876922890263
Low,19.6,20.1639826626984
Low,20.05,5.3461523317111
Low,19.1,32.1912915955644
High,89.1,887.112668895759
Low,84.15,87.5571708610085
Medium,111.35,588.568607227178
Medium,85.05,501.267287685711
Low,111.6,42.5342298556037
Low,20.25,8.01115036145314
Low,30.55,110.009178182537
Low,53.75,195.670838201895
Medium,79.9,544.989490566541
Low,111.65,50.4048255087259
Low,20.55,5.0373177158608
Low,49.75,105.640334987133
Low,49.25,163.161634650635
Low,108.45,340.55202665277
Low,20.4,27.6722039365793
Medium,30.45,165.396153475869
Low,20.5,17.1377195915272
Low,50.25,68.7864577246326
Low,98.05,366.620319992566
Low,20.2,4.58260968302839
Low,86.55,357.531302117336
High,80.55,830.928945219974
Medium,80.85,645.907562051533
Low,19.8,10.4579245234817
Low,23.95,9.89673814267329
High,85.55,848.05472809069
Low,19.3,3.79011216604482
Low,19.45,7.23337932039822
Low,60.35,163.744165562311
Low,19.6,19.8697770035136
High,69.95,647.709441215354
Low,55.15,101.732096081096
Low,76.15,116.885140356168
Low,104.15,286.121689343376
Low,47.85,34.5126003453929
Low,96.1,144.202759839499
Low,44.85,122.834203019668
Low,71.85,78.1459084066972
Low,105.75,126.343060402773
Low,20.5,7.86689077757571
Low,35.4,23.9072581495873
Low,20.0,7.6833452104038
Medium,55.05,272.379500449917
Medium,45.7,363.044266412335
Medium,84.5,613.508281053712
Medium,46.05,259.173547117745
Medium,50.6,276.457482571327
Medium,79.0,392.865120230542
Low,86.1,44.8563238844994
Low,110.75,496.204893660816
High,99.7,886.303360513237
Low,20.4,18.6368162267696
Low,74.8,74.3780389213711
High,85.0,834.033148957856
High,99.75,1106.17977081959
Low,25.1,3.7773104735962
Low,25.1,50.9263913405496
Low,43.6,28.5258668967005
Low,20.3,4.63694695360403
Low,104.4,152.152674477243
Low,45.0,169.520902319198
Low,66.25,65.0459188334615
Low,19.6,8.67832160372192
High,83.15,790.220763252672
Medium,45.4,322.006194625697
High,95.2,971.277336099613
Low,80.75,340.960882119367
Medium,78.8,425.055088377787
Low,73.55,22.4198392379384
Medium,94.5,658.971045066045
High,90.6,983.953971485484
High,100.85,997.213861281939
Low,81.4,61.544688484366
Medium,24.95,159.193859915794
Low,54.75,85.3336932778514
Low,101.1,51.8183585090997
Low,107.45,234.655059405945
